basin_id,basin_name,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,average
218,Chao Phraya,500052,429799,702371,726552,447428,309828,1301998,1314239,977560,1175695,2152860,752664,899254
219,Krishna,2085475,825245,1696212,1831925,1892192,1086965,1387624,1679785,2348322,1758006,2284196,2233875,1759152
220,Senegal,26195.1,13556.4,20473.6,15815.1,16250.3,15939.4,41069.3,35983.9,35292.4,59240.1,51877.4,28735.1,30035.7
221,Papaloapan,5755.1,10892.1,18931.4,19716.5,14544.8,7490.8,7494.8,11051.7,6995.3,12754.2,9045,9997.6,11222.4
222,Grisalva,9068.6,12611.1,38902.8,60109.3,42527.8,15144.1,9803.9,13796.8,8004.6,8094.8,14728.7,24789.5,21465.2
223,Verde,1688.1,3855.9,8808.5,9301.3,6019,2591.5,2556.6,2616.5,3248.5,2719.8,3776.9,4438,4301.7
224,Mae Klong,25670.1,28215.2,46157.7,45329.9,20724.5,11506.4,52439.2,66338.2,44699.2,24524.1,55270,32920,37816.2
225,Tranh (Nr Thu Bon),4406.8,4982.2,3362.2,4165.1,26187.3,28753.8,26879.3,12805.6,1545.2,1535,1631.9,2428.4,9890.3
226,Penner,183705,46423.6,70472.3,60887.3,59123.8,56079.9,214195.2,204265.8,247099,191439.6,245016.4,187965.9,147222.8
227,Volta,9567.8,10442,12602.1,8230.3,5987.6,8736.4,7358.4,5708.3,6382.8,10244.7,7843.7,7902.8,8417.3
228,Lempa,8417.2,3985.4,10300,13889,6041.7,3074.9,2889.5,2900.3,2579.5,3108.5,6446.6,9496.9,6094.1
229,Gambia,331.1,367.9,421.2,366.2,382.3,290.1,1097,855.3,818.6,1268.8,342,338.4,573.2
230,Grande De Matagalpa,566,594.8,3029.8,4736.1,1566.4,402.8,637.9,1219.1,440,276.3,199.7,523.6,1182.7
231,Cauvery,458718,207070,515498,458868,442335,449788,1508522,1507427,1445163,774266,560226.2,465899.2,732815
232,San Juan,9649.7,9142.5,18721.9,27753.9,9814.9,4224.3,5693.1,9177.3,6153.5,3690.4,3351.3,6276.3,9470.8
233,Geba,3460.3,4754.7,5841.6,5808.9,4717.1,1657.3,372.7,80.4,279.3,318.8,2963.3,4028,2856.9
234,Corubal,386.5,521,617.3,612.7,529.8,236.9,108.2,90.1,111.3,141.8,329.7,445.6,344.2
235,Magdalena,36962.3,40595.1,109023,121897.9,126453.2,143794.5,277591.3,321763.7,124292.8,46851.9,36228.9,37982.4,118619.8
236,Comoe,3723,4563.1,6155.5,3805.2,2893.7,2868.3,2656.4,2317.6,2150.1,4090.6,4433.9,5521.1,3764.9
237,Orinoco,51166,75192.9,148018.5,116530.6,58659.7,56289.8,84861.4,118091.2,86830.9,29194.6,26893.7,62694.2,76202
238,Bandama,3618.5,5359.1,7722.2,6704.9,5053.7,1699.8,1779.8,1487.8,1212.6,2538.2,5959.7,8605.1,4311.8
239,Oueme,965.2,1307.5,1498.3,1155.2,861.4,648.6,653.4,607.9,634.5,587.3,956.1,1201.2,923.1
240,Sassandra,1176.2,1950.1,4275.9,3602.8,2184.4,742.6,559.7,581.4,547.9,844,2016.3,3249.2,1810.9
241,Shebelle,78624.7,60600.1,38694.8,18624.5,18867.7,141778.8,217842.5,123581.2,47896.3,37851.8,28963.6,48183.1,71792.4
242,Mono,400.3,450.1,431.1,311.4,284.5,257.8,253.3,276.6,256.5,244.1,277.6,336.7,315
243,Congo,7425.3,9630.1,9895.9,9371.1,19489.5,31988.4,33458,35361.3,32674.7,24805.9,8041.2,5782.6,18993.7
244,Atrato,596.3,596.9,620.1,682.7,619.3,595.2,595.6,597.3,595.9,595,595,595.2,607.1
245,Cuyuni,188.7,205.4,258.7,243.8,192.8,173.8,173.5,201.6,217.8,210.9,201,199.8,205.6
246,Cavally,224.8,264.5,339.2,278.6,162.7,136,154.8,174.3,168,190.3,225.8,270.4,215.8
247,Tano,207.1,226.5,206.9,166.7,153.9,149.5,155.2,169.7,189.7,158.2,161.4,201.3,178.8
248,Cross,1586,1864.2,1722.9,1362.9,1270.9,1236.3,1224.4,1224.2,1222.4,1226.9,1382.7,1766.8,1424.2
249,Sanaga,1625.2,2104,1347.5,1037.7,567.7,531.5,466.5,444.4,446.7,507.6,1440.6,2049.2,1047.4
250,Pra,4539.5,4288.5,3579,1338.1,879.6,617.9,973.8,1169.3,854.9,487.4,486.7,2106,1776.7
251,Davo,176.9,219.2,214.8,197.5,105.9,84.7,106.8,161.7,147.3,142.5,147,237.7,161.8
252,Essequibo,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8
253,Kelantan,39173.4,29665.9,1797.7,1179.2,1582.4,3175.2,4628,5039.6,30769.7,16146.9,8351.1,4871.7,12198.4
254,Corantijn,53.6,53.6,53.6,53.6,73,58.8,156.3,249.1,923.1,548.6,193.2,68.3,207.1
255,Coppename,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1
256,Kinabatangan,235.4,201.9,201.9,205,211.2,210,209.7,255.4,322.7,253,231.7,234.9,231.1
257,Maroni,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8
258,San Juan (Columbia - Pacific),990.4,1280.5,2848.2,2452.2,2799,3381.4,6309.4,6367.6,2508.4,1066,871.8,995.3,2655.8
259,Amazonas,90048.9,82160,98044.1,250757.2,285935.4,217698.9,191979.8,286579.2,288724.7,205464.6,148718.1,82683.1,185732.8
260,Pahang,21420.6,9762.1,1971.7,2172.3,2408.5,4547,6821.8,6363.9,19897.8,10406.4,9369.4,6314.9,8454.7
261,Nyong,125.9,125.8,125.5,125.3,125,125,125.1,125.1,125,125,125,125.4,125.3
262,Oyapock,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
263,Rajang,1381.3,401.3,276.8,275.4,281.3,277.3,297.9,297.1,642.4,454.9,647.3,1066.2,524.9
264,Ntem,182.2,183.4,180.7,179.4,178.9,178.9,178.9,178.9,178.9,178.9,178.9,180.3,179.9
265,Ogooue,600.6,546.4,478,302.8,265.3,369.3,713.9,1155.4,842.7,478.2,246.6,337.6,528.1
266,Rio Araguari,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8
267,Mira,5669.4,4594.5,3362.4,2750.4,3808.6,5730,12593.3,24869.5,19047.6,6104.3,5516.5,3371,8118.1
268,Esmeraldas,14478.9,11223.3,8395.3,7606.1,8790.7,11571.1,27996.9,53475.8,38916.5,17927,24302,13038.1,19810.1
269,Tana,11163.8,11021.9,3741.6,1002.6,920.8,2771.7,6243.1,8141.2,7988.8,4856,1270.2,4218.5,5278.3
270,Daule & Vinces,76294.6,27282.6,15585.9,10387.3,21676,48581.3,111075.1,180108.2,150194,76443.7,131809,71459.2,76741.4
271,Rio Gurupi,199.6,185.4,185.1,185.5,192.2,228.4,253.2,267.7,261,235.6,215.4,200.1,217.4
272,Rio Capim,483.6,471.3,471.3,471,473.7,480.5,487.3,498.7,524.3,509.9,510.5,486.3,489.1
273,Tocantins,17599.9,11559.6,10800.6,20018,13298,17296.2,21141.7,23947.2,20498.2,11143.5,10846.6,11621.8,15814.3
274,Kouilou,80.2,80.6,78.7,78.8,328.9,2036.2,2923.4,3622.1,3720,2881.4,637.8,78.6,1378.9
275,Nyanga,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5
276,Rio Parnaiba,7330.6,5752.8,4658.7,6687.2,13878.3,19976.6,23026,25728.3,24345.8,20674.2,13068.3,11625.1,14729.3
277,Rio Itapecuru,1038.7,919.8,862.8,976.1,1843.3,2457.8,2708.8,2785.4,2449.8,1974,1276,1055.5,1695.7
278,Rio Acarau,706.2,808,582.4,481.1,1001.3,2657.1,3081.1,3854,4372.7,4049.2,3535.8,2922.3,2337.6
279,Pangani,6122.5,21481.4,20589.8,13511.5,23766.6,57621.2,68179.9,35271.8,31027.4,22244.9,7098.8,5938.5,26071.2
280,Rio Pindare,469.5,433.7,429.4,436.5,460.4,528.3,560.4,575.3,571.6,540.4,486.2,474.7,497.2
281,Sepik,69,69,69,69,69,69,69,69,69,69,69,69,69
282,Rio Mearim,1054.4,880.1,825,951.2,1188.8,1609.1,1764.5,1825.4,1771.5,1592.6,1140.1,1074,1306.4
283,Chira,26561.8,14163.4,4811.4,5996.6,11137.9,11924.2,20562.3,31761,27866.3,15536.5,22752.6,17981.7,17588
284,Rufiji,8962.8,8069.6,6182.5,14982,35507.8,19053.8,13350.6,12116.6,11378.6,9694.2,4804,5735,12486.4
285,Rio Jaguaribe,8821.3,10924.3,7871,9318.9,24950.8,35430.5,39452.8,48828.2,56859.5,52105.1,40421.8,30580.7,30463.7
286,Purari,66.8,66.8,66.8,66.8,66.8,66.8,66.8,66.8,66.8,66.8,66.8,66.8,66.8
287,Ruvu,3703.6,1994,1510.1,804.6,2727.2,2346.2,2409.8,2873,2727.9,2245.8,1384.8,1773.4,2208.4
288,Rio Paraiba,2470.4,2697.3,2946.2,2212,2943.5,2971.3,4130,5962.4,11502.7,11706.3,10296.8,8106.6,5662.1
289,Solo (Bengawan Solo),333523.1,96711.1,38593.2,3097.7,4184.1,15196.8,30962.6,48138.2,78677.7,51440.1,274543.7,172560.2,95635.7
290,Sao Francisco,27576.3,37265.5,57937.4,94628.2,121453.3,122548.9,132061.6,169133.9,177712.7,120696.3,58297.6,40099.8,96617.6
291,Brantas,180435.4,52134.7,19233.3,2510.4,2889.4,8721.2,20930.1,35078.7,52881.4,28404.6,169820.2,102706.1,56312.1
292,Santa,4443.4,4714.9,5859.8,17926.2,18412.2,16769.7,13970,21548.3,24273.3,12229,8988.3,3339.1,12706.2
293,Zambezi,18945.8,18076.7,31935.5,85399.4,117638.8,124036.6,148703.9,214596.6,260861.2,218911.7,101555.8,33946.1,114550.7
294,Rio Vaza-Barris,1612.9,1939,2318.3,2205,1895.9,1614.1,1815.3,2315.2,3117,2951.9,2081,1854,2143.3
295,Rio Itapicuru,2629.4,3113.9,2876.2,3181.5,3252.1,2851.4,3307,4175.5,5578,5672.9,4047.1,3619.3,3692
296,Rio Paraguacu,4204.4,5205.6,6584.1,12009.8,15360.5,12145.9,12096.3,17812,20447.7,16656.5,8324.7,6676.8,11460.4
297,Canete,2538,1777.9,3242.3,6624,7540.1,5536.9,3993.8,5323.5,5539,5606.5,4349,2983.8,4587.9
298,Rio De Contas,5876.9,6331.4,10008.6,16689.7,22514.9,18702.6,23056,33644.2,36795,25500.9,9867.6,7560.9,18045.7
299,Roper,10.1,8.5,107.9,661.6,999.3,939.6,997.4,1160.4,1255.2,1106.4,431.3,75.4,646.1
300,Daly,32.7,30.4,148,896.6,1355.4,1322.9,1392.6,1547.8,1659.7,1372.8,422.2,77.1,854.8
301,Drysdale,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
302,Parana,372525.6,280676.9,232433,310336,224416.6,282362.5,389987.9,484246.3,441763.5,351021.8,281804.3,210576.8,321845.9
303,Durack,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
304,Rio Prado,845.8,1144.8,1246.2,1744.2,2161.6,1830.6,2190.6,3280.5,3413.9,2676.9,1327.9,968,1902.6
305,Victoria,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8
306,Mitchell(N. Au),341.7,261,734.6,3963.8,5537.1,5395,5844,6913.5,8084.4,7994.6,4814.7,1996.1,4323.4
307,Majes,3314.9,2330.3,2230.2,6243.8,6557.9,3327,2217.4,3421.6,4721.7,4279.7,3531.6,2713.2,3740.8
308,Ord,10.2,5.1,95.9,2642.1,5015.6,6620.6,8488.8,9999,10849.1,8894.4,4903.3,290,4817.8
309,Jequitinhonha,945.8,1485.9,1556,2000.2,2114.7,2118.7,2390.9,2950.1,2962.3,2164.1,1094.5,855.1,1886.5
310,Macarthur,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
311,Fitzroy,11.9,12,12.4,14.1,14.2,13.9,14.3,14.9,15.2,15.3,14.4,12.5,13.8
312,Gilbert,7.4,7,69.2,192.1,192,166.5,177.4,213.7,246,244.9,166.5,86,147.4
313,Mucuri,398.8,697.6,722.2,893.4,1042.3,1273,1400.9,1994.9,1783.8,1336.8,535.7,375.9,1037.9
314,Rio Doce,4008,11396.5,10312.4,13025.3,15031.5,19754.2,25232.1,29963.7,24373.8,18958.1,6088.4,3693.6,15153.1
315,Save,7032.9,7311.8,12439.9,22876,18101.7,21476.8,25475.9,52038.5,66437.5,48232.1,15712.5,7525,25388.4
316,Burdekin,1069.8,1069.6,6076.7,16014.8,13433.7,13045.9,15661.6,19538.3,24172.3,24665.8,17069.6,5682.5,13125.1
317,Tsiribihina,60722.5,42436.5,88041.6,170196.4,57454.6,3648.5,3562.4,3689.5,3846.5,3978.5,2776.9,19607.2,38330.1
318,Buzi,339.3,168.7,571,1950,2369,2285.2,2411.6,3704.3,4836.8,4651,1881.5,694.8,2155.3
319,Loa,348.3,348.2,349.1,344.5,338.5,344.2,350.9,378.1,394.9,396.1,358,357,359
320,Limpopo,98842,124195.8,219628.8,213847.8,120149.9,125648.9,151835.7,249928.3,325116.1,260022,144978.1,90398.9,177049.4
321,De Grey,11,11,11,11,11,11,11,11,11,11,11,11,11
322,Paraiba Do Sul,8096.7,7902.6,9838.7,14156.2,11371.2,13191.8,16284,18864.9,14871.9,14426.4,8900.6,7285.8,12099.2
323,Fortescue,9.8,9.8,10.1,10.2,10.2,10,10.1,10.3,10.5,10.7,10.5,10.2,10.2
324,Mangoky,36833.8,29713.2,51243.5,62417.9,19314.3,3491.1,3051.9,3056.3,3009.5,3297.2,2252.2,12760.5,19203.4
325,Fitzroy,6135.8,9673.2,46656.6,47241.2,30687.5,22800.7,29204.9,39198.8,53174.6,56851.7,42674.6,29016.8,34443
326,Orange,122068.9,208326.4,240318.1,173615.7,83286.4,99538.7,127434.9,195558.1,238623.5,235041.8,144597.6,110597,164917.3
327,Ashburton,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1
328,Gascoyne,16.1,26.1,37.7,31,21.7,16.8,14,28,40.4,42.4,37.7,32.1,28.7
329,Rio Ribeira Do Iguape,2155.1,2072.6,2145.4,2360,2087.9,2051.4,2090.6,2154.1,2099,2084,2155.9,2158.7,2134.6
330,Incomati,6744.6,10034.5,17801.4,28995.5,20121.8,20976.2,24492.5,35427.8,44482,30139.7,16687.2,10339.6,22186.9
331,Murray,1796675,1629509,1677274,851276,281547,141682,147848,291593,566450,902256,998880,1224788,875815
332,Murchison,19.2,30.4,35.3,27.4,16.5,13.9,12.6,22.6,35.9,41.7,37.9,30.9,27
333,Maputo,1657.9,1863,6406.3,16175.1,15406.1,17843.1,19266.3,28775,32439.2,26730.3,13692.5,9878.1,15844.4
334,Uruguay,674173.3,302717.3,105062.7,9149.2,4500.7,4538.6,4675.7,6884.4,7069.2,75991.9,222852.6,345000.7,146884.7
335,Tugela,12844.4,32307,51653.7,31877.5,17955,18187.8,24585.7,38346.7,45657.8,41740,25547.1,13318.7,29501.8
336,Colorado (Argentinia),164413.7,128020.2,103199.4,45559.1,35233.9,27627.6,63043.9,118507.8,170003.6,212465.5,229930.1,151341.9,120778.9
337,Rio Jacui,259052.2,109321.3,47759.7,2362.1,2136.7,2126.9,2125.6,2146.1,2192.2,28141.6,82757.9,131107.2,55935.8
338,Huasco,880.5,669.4,596.5,320.6,233.5,377,420.7,900.5,1491.4,1703.2,575,678.5,737.2
339,Limari,33036.7,20409.8,15231.9,4343.8,2483.7,1128.7,1359.8,4913.1,11224.6,15815,12289.3,17019.2,11604.6
340,Negro (Uruguay),77510.1,40088.3,24714.6,1701.7,169.3,169,169.1,173.3,185.6,2311.3,17959.6,32370.9,16460.2
341,Groot-Vis,14526.3,32500.4,31051.4,18743.8,15831.9,12788.2,13412.8,17802.9,29350.8,36957,25499.1,25607.1,22839.3
342,Salado,30690.2,31714.2,12777,4173.2,2776.8,2699.5,3138.3,3343.9,6448.3,7055.3,7087.4,7698.1,9966.8
343,Blackwood,677.8,868.2,921.3,540.3,112.5,58,56.5,62.1,86.6,400.3,621.9,777.6,431.9
344,Rapel,160994.9,92143.4,63877.9,14339.2,2676,1202.5,1193.5,3295,25200.3,76379.7,56481.3,90362.1,49012.2
345,Negro (Argentinia),22754.5,22634.3,16810,7621.7,3348.7,1700.5,2238,4931.8,8688.9,13110.6,21027.1,23140.1,12333.9
346,Biobio,28414.2,15065.1,11595.8,3916.5,5844.3,5712,5919.4,6177.5,11895.2,15852.7,5911.7,15700.7,11000.4
347,Waikato,805.3,884.8,1470.9,936.2,772.1,771.2,771.2,771.2,771.3,772.8,793.6,862.8,865.3
348,South Esk,4363.8,7720.4,9018.2,3485.7,1054.4,242.4,114.1,376.1,1709.8,3617.7,4179.9,5909.2,3482.6
349,Chubut,4565.2,9149.9,10672,6480.2,3205.9,1252.6,1584.8,3762.2,6442.3,9430.3,10387.5,10851.3,6482
350,Clutha,2540.9,17233.5,17807.5,11223.5,1629.9,204.3,188.7,925.2,7142.1,10489.7,13228.7,10746.4,7780
351,Baker,25.4,66.4,107.7,64.7,33.7,27,29,38.7,70.2,137,122.6,111.6,69.5
352,Santa Cruz,29,136.8,175.6,95.3,34.8,18.5,17.8,36.9,91.7,181.2,210.6,166.2,99.5
353,Ganges,13158709,14044732,19911407,12435642,10053368,5544274,3941654,2382353,3662445,7534298,11330417,6754745,9229504
354,Salween,18910.2,21222.2,34782.4,73001.7,71107.9,75090.7,40034.7,32003,47800.8,46577.3,20138.6,13490.7,41180
355,Hong(Red),86812.4,94924.2,106398.9,217194.1,516481.4,257551,115094.1,89732.2,76564.6,35708.5,39272.1,55205.2,140911.5
356,Lake Chad,123841.3,182360.2,195207.9,192937.9,45619.4,47440,34137.9,24381.8,34770.1,57186.8,45197.3,63649.7,87227.5
357,Okavango,850.3,939.6,1358.4,2321.6,2706.3,2777,3170.3,4094.5,4792.1,4473.7,2363.9,1472.9,2610.1
358,Tarim,46367,103636,364031,795438,1367750,1424510,1536483,1380857,981231,229859,96323,39023,697126
359,Horton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
360,Hornaday,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
361,Conception,863.2,2402.2,4812.7,6493.5,5091.4,6316.2,5835.4,8031.6,7388.1,5674.9,2054.4,1500.2,4705.3
362,Ulua,7388.7,5158.9,11597.1,15430.8,9677.7,6025.2,3696,2598.1,1529.4,873.7,1227.4,5331.4,5877.9
363,Patacua,684,319,962.4,1424.5,722.7,403.1,517,290,288.6,149.5,167.7,575.7,542
364,Coco,694.7,582.3,1181.1,1487.5,561.4,289.3,280.7,274.2,256.1,223.7,233.4,511.1,548
365,Ocona,1388.9,1328.2,1458.9,5571.7,6039.9,2802.8,1669.3,2565,3477.2,3202.9,2475.2,1547.2,2793.9
366,Cuanza,868.5,1178.4,738.4,660,1308.7,2689.8,3287.9,4779.9,5424.3,5051.3,1988.5,1595.4,2464.3
367,Cunene,184.8,215.9,172.6,214.8,387.3,485.7,548.8,643.5,658,475.7,299.6,198.5,373.8
368,Doring,13480.3,27491.8,34498.5,19964.9,5689.1,2413.1,2085.1,6704.6,22058.4,44962.5,32514.2,28071.5,19994.5
369,Gamka,2715,13051.7,17664.1,12790.1,7396.2,6211.1,4523.1,5661,15664.3,22727.4,12638.5,11656.3,11058.3
370,Groot- Kei,2443.3,5945.1,6908.7,4971.3,4848.2,4427.5,5461.1,7147.2,9965.5,10746.6,7337.2,5007.8,6267.5
371,Lurio,42.1,42.1,42.5,65.9,79.2,78.9,85.1,104.1,120.3,121.2,72.7,49.4,75.3
372,Messalo,9.9,9.7,10,10.2,15.2,15.4,25.7,41.2,55.8,55.8,13.7,10.9,22.8
373,Rovuma,368.1,278.2,236.9,380.9,604.4,438.8,401,464.3,501,509.2,345.7,331.1,405
374,Galana,4086.6,4402.9,2121.7,1109.4,1314.2,2968.8,4794.7,5148,4916.8,4405.9,1807.1,2100.7,3264.7
375,Pyasina,462.7,462.7,462.7,462.7,462.7,462.7,462.7,462.7,462.7,462.7,462.7,462.7,462.7
376,Popigay,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6
377,Fuchun Jiang,9387.7,9389.8,9394,14416.1,31425.8,25890.3,120394.7,93993.7,98617.9,20451.1,10449.3,9426.9,37769.8
378,Min Jiang,8168.5,8157.3,8156.7,8768.9,14877.9,16995.3,92286.1,71040.8,63069.9,11420.9,9325.7,8428.1,26724.7
379,Han Jiang,8406.5,8240.3,8206.6,9470.7,17858.6,21719.8,60040.3,39510.8,41152.2,10352.2,9234.2,8624,20234.7
380,Mamberamo,123.4,123.9,123.3,123,123.1,123.5,123.2,124.1,126.2,126.8,125.8,124.6,124.2
381,Lorentz,4.5,4.6,4.5,4.5,4.5,4.5,4.6,4.6,4.7,4.7,4.6,4.5,4.6
382,Eilanden,15.9,16.5,15.9,15.6,15.6,15.6,15.9,16,16.6,16.9,17.3,16.6,16.2
383,Uwimbu,16.9,18.2,19.4,18.5,22.2,29.7,38.1,42.2,40.7,34.4,27.9,20.3,27.4
384,Sungai Kajan,412.8,124,27.6,27.7,28.2,29.3,30.4,28.2,556.1,441,119.7,276.4,175.1
385,Sungai Mahakam,1603.6,820.3,288.3,267,293.8,278.8,503.9,607.6,3384,2255,1350.9,990.5,1053.6
386,Sungai Kapuas,1123.8,772.5,494.9,455.4,463.5,467.5,502.7,491.3,1104.4,745.6,646.5,654.6,660.2
387,Batang Kuantan,21554.5,8941.9,831.1,965.8,1148.5,2243.1,2968.7,3059.6,16614,17601.1,14363.5,10111.4,8366.9
388,Batang Hari,18804.9,8425,1056,990.9,1605.4,2782.2,3403,4321.5,17731,17859.5,12626,9336.6,8245.2
389,Flinders,13.9,26.6,130.2,192,176.5,146.7,162.3,198.3,236.2,237.2,172.6,113.5,150.5
390,Leichhardt,13.2,13.8,24,31.9,31.2,28.1,29.8,33.5,36.8,36.4,29.4,22,27.5
391,Escaut (Schelde),28581.6,28581.6,28582.3,28814.5,31907.5,33659.4,36561.2,38970.5,32038.1,28958.6,28581.6,28581.6,31151.5
392,Issyk-Kul,3869.6,3867.4,5610,85052.7,331331.6,551793,652012.1,682351.3,487278.5,193577.7,23889.9,4687,252110.1
393,Balkhash,7898.1,7903.9,26411,176009.3,367687.4,451268.4,660660.3,716715.5,543809.3,148355,15538.2,8438,260891.2
394,Eyre Lake,256.3,391.9,803.8,738.9,643.9,558.2,597,749.8,900.6,923.5,721.1,586,655.9
395,Lake Mar Chiquita,73618.5,72832.9,50326.6,42798.2,21882.7,24157.2,34910.8,46837.8,66462.2,55393,44846.3,30999.3,47088.8
396,Lake Turkana,16702.2,12196.8,6961.2,1990.2,2639.1,2532.7,3148.7,7388.1,8373.8,6303.4,4962.7,8450.8,6804.2
397,Dead Sea,4976.7,10605.9,46781.5,124014.2,191001.2,180841.4,209018.1,193278,109862.3,66696.8,33941.2,16173.1,98932.5
398,Suriname,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8,72.8
399,Lake Titicaca,54629.1,39854.3,30463,25263.3,17817.7,15135.1,12497.3,15948.5,17203.3,18560,20898.8,30440.3,24892.6
400,Lake Vattern,717.8,717.8,717.8,719.3,853.4,993.5,1190.2,1358,955.5,726.5,717.8,717.8,865.4
401,Great Salt Lake,11288.1,11334.6,26872.7,108482.1,190196.5,290908.9,355162.4,295952.7,178346.4,99340.6,32184.9,13326.8,134449.7
402,Lake Taymur,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7
403,Daryacheh-Ye Orumieh,4126.5,7750.8,33647.9,83546.7,100958.4,133857.5,161670.1,185227.9,115943.3,52188,17973.6,7598.4,75374.1
404,Van Golu,847.5,847.7,993.1,1806.4,8779.5,18522.7,17687.8,18856.2,13419.3,4618.4,1624,959.4,7413.5
405,Ozero Sevan,1005.7,1005.7,1084.3,1191.3,1787.3,4689.9,6576.3,7338.7,4115.2,2066.8,1122.2,1040.9,2752
